,u,v,key,osmid,bearing,length,oneway,indexway,from,to,geometry
0,1283649181,1088409536,0,156591171,58.5,20.537,TRUE,395,1088409536,1283649181,"LINESTRING (100.6015467 13.7100758, 100.6017088 13.7101723)"
1,1283649181,4776208739,0,156591171,238.5,26.454,TRUE,398,4776208739,1283649181,"LINESTRING (100.6019176 13.7102966, 100.6017088 13.7101723)"
2,1088409536,4405368492,0,156591171,58.5,29.743,TRUE,460,4405368492,1088409536,"LINESTRING (100.6013119 13.7099361, 100.6015467 13.7100758)"
3,4776208739,3125784820,0,156591171,238.1,51.469,TRUE,16396,3125784820,4776208739,"LINESTRING (100.6023219 13.7105415, 100.6019176 13.7102966)"
4,4405368492,1283649049,0,156591171,57,74.885,TRUE,454,1283649049,4405368492,"LINESTRING (100.6007302 13.7095698, 100.6013119 13.7099361)"
5,3125784820,3251169733,0,156591171,237,41.944,TRUE,16399,3251169733,3125784820,"LINESTRING (100.6026477 13.7107467, 100.6023219 13.7105415)"
6,1088409638,566130689,0,113135397,70.6,58.423,TRUE,444,566130689,1088409638,"LINESTRING (100.6046996 13.7118244, 100.6052098 13.7119987)"
7,1088409638,3251169749,0,113135397,252,21.606,TRUE,446,3251169749,1088409638,"LINESTRING (100.6054 13.7120588, 100.6052098 13.7119987)"
8,566130689,70706581,0,113135397,69.8,79.938,TRUE,513,70706581,566130689,"LINESTRING (100.604005 13.7115765, 100.6046996 13.7118244)"
9,3251169749,3260549206,0,113135397,252.7,43.423,TRUE,587,3260549206,3251169749,"LINESTRING (100.6057837 13.7121752, 100.6054 13.7120588)"
10,70706581,1283649058,0,113135397,58.1,69.311,TRUE,516,1283649058,70706581,"LINESTRING (100.6034601 13.7112474, 100.604005 13.7115765)"
11,3260549206,566130878,0,113135397,251.8,30.774,TRUE,583,566130878,3260549206,"LINESTRING (100.6060543 13.7122617, 100.6057837 13.7121752)"
12,1283649049,1283869297,0,156591171,59.3,10.015,TRUE,457,1283869297,1283649049,"LINESTRING (100.6006505 13.7095238, 100.6007302 13.7095698)"
13,1283869297,1283869172,0,156591171,60.9,96.577,TRUE,16387,1283869172,1283869297,"LINESTRING (100.599869 13.709102, 100.6006505 13.7095238)"
14,1283869172,5136790697,0,156591171,59,36.047,TRUE,16383,5136790697,1283869172,"LINESTRING (100.599583 13.708935, 100.599869 13.709102)"
15,272197472,270329470,0,156261422,0.6,130.94,TRUE,472,270329470,272197472,"LINESTRING (100.565105 13.726221, 100.5651185 13.7273985)"
16,272197472,272197426,0,156261422,180.6,171.16,TRUE,475,272197426,272197472,"LINESTRING (100.5651346 13.7289377, 100.5651185 13.7273985)"
17,270329470,272197602,0,156261422,5.6,44.599,TRUE,8851,272197602,270329470,"LINESTRING (100.565065 13.7258218, 100.565105 13.726221)"
18,272197426,4507680723,0,454162611,180.8,49.953,TRUE,8832,4507680723,272197426,"LINESTRING (100.5651407 13.7293869, 100.5651346 13.7289377)"
19,272197602,270329469,0,156261422,10.9,42.779,TRUE,9369,270329469,272197602,"LINESTRING (100.5649902 13.725444, 100.565065 13.7258218)"
20,1283649058,1283869383,0,113135397,58,35.532,TRUE,524,1283869383,1283649058,"LINESTRING (100.6031812 13.711078, 100.6034601 13.7112474)"
21,1283869383,1283869483,0,113135473,56.3,22.162,TRUE,607,1283869483,1283869383,"LINESTRING (100.6030106 13.7109673, 100.6031812 13.711078)"
22,1283869483,5072593366,0,156591171,58.1,23.391,TRUE,956,5072593366,1283869483,"LINESTRING (100.6028268 13.7108561, 100.6030106 13.7109673)"
23,70706584,70706585,0,113135397,266.9,12.82,TRUE,529,70706585,70706584,"LINESTRING (100.6074285 13.7126891, 100.60731 13.7126828)"
24,70706584,1975050736,0,113135397,80.7,8.154,TRUE,531,1975050736,70706584,"LINESTRING (100.6072355 13.712671, 100.60731 13.7126828)"
25,70706585,70706587,0,113135397,264.8,6.671,TRUE,534,70706587,70706585,"LINESTRING (100.60749 13.7126945, 100.6074285 13.7126891)"
26,1975050736,1283868911,0,113135397,75.1,6.148,TRUE,536,1283868911,1975050736,"LINESTRING (100.6071805 13.7126568, 100.6072355 13.712671)"
27,70706587,1286878541,0,113135397,285.1,18.292,TRUE,541,1286878541,70706587,"LINESTRING (100.6076535 13.7126517, 100.60749 13.7126945)"
28,1283868911,3251180074,0,113135397,70.8,33.635,TRUE,601,3251180074,1283868911,"LINESTRING (100.6068865 13.7125572, 100.6071805 13.7126568)"
29,1286878541,70706588,0,113135397,293.4,8.359,TRUE,544,70706588,1286878541,"LINESTRING (100.6077245 13.7126218, 100.6076535 13.7126517)"
30,3251180074,566131331,0,113135397,69.5,47.322,TRUE,595,566131331,3251180074,"LINESTRING (100.6064762 13.7124081, 100.6068865 13.7125572)"
31,70706588,1286878676,0,113135397,299.3,47.462,TRUE,547,1286878676,70706588,"LINESTRING (100.6081077 13.712413, 100.6077245 13.7126218)"
32,1286878676,3251169751,0,113135397,299,62.874,TRUE,550,3251169751,1286878676,"LINESTRING (100.6086166 13.7121386, 100.6081077 13.712413)"
33,3251169751,1688188566,0,113135397,299,71.111,TRUE,577,1688188566,3251169751,"LINESTRING (100.6091922 13.7118283, 100.6086166 13.7121386)"
34,1688188566,3251169745,0,113135397,299.8,42.831,TRUE,562,3251169745,1688188566,"LINESTRING (100.6095361 13.7116366, 100.6091922 13.7118283)"
35,566120196,1283869622,0,113135397,299.3,45.514,TRUE,558,1283869622,566120196,"LINESTRING (100.6103683 13.711176, 100.6100007 13.711376)"
36,566120196,3251169745,0,113135397,120,57.954,TRUE,561,3251169745,566120196,"LINESTRING (100.6095361 13.7116366, 100.6100007 13.711376)"
37,1283869622,1687406785,0,113135397,297.7,76.31,TRUE,570,1687406785,1283869622,"LINESTRING (100.6109938 13.7108571, 100.6103683 13.711176)"
38,566130878,3260549207,0,113135397,249.9,11.823,TRUE,589,3260549207,566130878,"LINESTRING (100.6061571 13.7122982, 100.6060543 13.7122617)"
39,3260549207,566131331,0,113135397,250.5,36.573,TRUE,596,566131331,3260549207,"LINESTRING (100.6064762 13.7124081, 100.6061571 13.7122982)"
40,5072593366,3251169733,0,156591171,57.8,22.854,TRUE,16400,3251169733,5072593366,"LINESTRING (100.6026477 13.7107467, 100.6028268 13.7108561)"
41,3553656811,1687406702,0,450149635,335,149.626,FALSE,2046,3553656811,1687406702,"LINESTRING (100.600448 13.706621, 100.5998621 13.7078403)"
42,3553656811,1446787715,0,450149635,334.7,245.492,FALSE,2039,1446787715,3553656811,"LINESTRING (100.6014185 13.7046247, 100.600448 13.706621)"
43,272206261,4917144571,0,113135465,303.7,9.509,FALSE,935,272206261,4917144571,"LINESTRING (100.5987557 13.7096824, 100.5986825 13.7097299)"
44,272206261,313137632,0,450149635,312.3,52.196,FALSE,936,272206261,313137632,"LINESTRING (100.5987557 13.7096824, 100.5983984 13.7099984)"
45,272206261,277361278,0,450149635,314.8,27.911,FALSE,48603,277361278,272206261,"LINESTRING (100.5989389 13.7095054, 100.5987557 13.7096824)"
46,4917144571,5882256955,0,113135465,306,86.829,FALSE,937,4917144571,5882256955,"LINESTRING (100.5986825 13.7097299, 100.5980321 13.7101887)"
47,313137632,2324584565,0,28504817,306.8,318.227,FALSE,939,313137632,2324584565,"LINESTRING (100.5983984 13.7099984, 100.5960391 13.7117121)"
48,5882256955,1283868949,0,113135465,306,33.926,FALSE,940,5882256955,1283868949,"LINESTRING (100.5980321 13.7101887, 100.597778 13.710368)"
49,2324584565,2295521457,0,223578187,308.2,30.359,FALSE,30175,2324584565,2295521457,"LINESTRING (100.5960391 13.7117121, 100.5958183 13.711881)"
50,1283868949,1283869304,0,113135465,33.8,30.726,FALSE,944,1283868949,1283869304,"LINESTRING (100.597778 13.710368, 100.5979361 13.7105977)"
51,1283869304,1283869474,0,113135465,126.6,60.269,FALSE,945,1283869304,1283869474,"LINESTRING (100.5979361 13.7105977, 100.5983842 13.7102748)"
52,1283869474,4405555399,0,113135465,134,19.688,FALSE,946,1283869474,4405555399,"LINESTRING (100.5983842 13.7102748, 100.5985154 13.7101519)"
53,4405555399,277361327,0,113135465,133.2,44.605,FALSE,947,4405555399,277361327,"LINESTRING (100.5985154 13.7101519, 100.5988163 13.7098772)"
54,277361327,277361328,0,450149632,139.3,30.088,FALSE,949,277361327,277361328,"LINESTRING (100.5988163 13.7098772, 100.5989981 13.7096722)"
55,277361327,313137648,0,450149632,125.4,46.628,FALSE,30011,313137648,277361327,"LINESTRING (100.5984646 13.7101203, 100.5988163 13.7098772)"
56,277361328,277361330,0,450149632,141.4,31.139,FALSE,952,277361328,277361330,"LINESTRING (100.5989981 13.7096722, 100.599178 13.7094534)"
57,277361330,5135404125,0,450149632,149.2,19.813,FALSE,986,277361330,5135404125,"LINESTRING (100.599178 13.7094534, 100.599272 13.7093004)"
58,5135404125,4470729313,0,450149632,146.6,28.534,FALSE,989,5135404125,4470729313,"LINESTRING (100.599272 13.7093004, 100.5994173 13.7090861)"
